Skel,McType,NumAnim,Names
m0509,monster,2,cbbm_02f_lp0 cbbm_id0
m0510,monster,2,cbbm_02f_lp0 cbnm_id0
m0511,monster,0,
m0512,monster,2,cbnm_02f_lp0 cbnm_id0
m0513,monster,6,cbbm_02f_lp0 cbbm_atk1 cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_2lp
m0514,monster,7,cbbm_02f_lp0 cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp
m0515,monster,19,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_1 cbbm_sp_a_2lp cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_sp_e_1 cbbm_sp_e_2lp cbbm_sp_g_1 cbbm_sp_g_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0516,monster,1,cbbm_id0
m0517,monster,1,cbbm_id0
m0518,monster,2,cbnm_02f_lp0 cbnm_id0
m0519,monster,2,cbbm_02f_lp0 cbbm_id0
m0520,monster,2,cbnm_02f_lp0 cbnm_id0
m0521,monster,2,cbnm_02f_lp0 cbnm_id0
m0522,monster,1,cbbm_id0
m0523,monster,9,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_2lp cbbm_mgc_thm_3 cbnm_01f_lp0 cbnm_id0
m0524,monster,1,cbbm_id0
m0525,monster,1,cbbm_id0
m0526,monster,1,cbbm_id0
m0527,monster,17,cbba_add_dmg_f cbba_st01_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_2lp cbbm_st01_01f_lp0 cbbm_st01_02f_lp0 cbbm_st01_a_activ cbbm_st01_a_deact cbbm_st01_ded cbbm_st01_dedpose cbbm_st01_id0 cbbm_st01_trn_l_lp cbbm_st01_trn_r_lp
m0528,monster,12,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_trn_l_lp cbbm_trn_r_lp cbnm_01f_lp0 cbnm_id0
m0529,monster,6,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0
m0530,monster,7,cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0531,monster,9,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_1 cbbm_sp_a_2lp cbbm_sp_b_1 cbbm_sp_b_2lp
m0532,monster,5,cbbm_02f_lp0 cbbm_atk1 cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp
m0533,monster,2,cbnm_02f_lp0 cbnm_id0
m0534,monster,1,cbbm_id0
m0535,monster,3,cbbm_ded cbbm_dedpose cbbm_id0
m0536,monster,3,cbnm_01f_lp0 cbnm_02f_lp0 cbnm_id0
m0537,monster,13,cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_sp_e_1 cbbm_sp_e_2lp cbbm_sp_g_1 cbbm_sp_g_2lp cbbm_sp_h_1 cbbm_sp_h_2lp
m0538,monster,7,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbnm_01f_lp0
m0539,monster,12,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_2lp cbbm_mgc_thm_3 cbbm_trn_l_lp cbbm_trn_r_lp cbnm_01f_lp0 cbnm_id0
m0540,monster,15,cbba_add_dmg_f cbba_st01_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_2lp cbbm_st01_02f_lp0 cbbm_st01_a_activ cbbm_st01_a_deact cbbm_st01_ded cbbm_st01_dedpose cbbm_st01_id0 cbnm_01f_lp0
m0541,monster,17,cbbm_01f_lp0 cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_sp_e_1 cbbm_sp_e_2lp cbbm_trn_l_lp cbbm_trn_r_lp cbnm_id0
m0542,monster,10,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_trn_l_lp cbbm_trn_r_lp cbnm_01f_lp0 cbnm_id0
m0543,monster,4,cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_2lp
m0544,monster,8,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_2lp cbbm_mgc_thm_3 cbnm_id0
m0546,monster,13,cbbm_02f_lp0 cbbm_atk1 cbbm_id0 cbbm_trn_l_lp cbbm_trn_r_lp cbfa_add_all cbfa_add_chest_normal_long cbfa_add_chest_normal_middle cbfa_add_chest_normal_short cbfa_add_chest_shout_long cbfa_add_chest_shout_middle cbfa_add_chest_shout_short cbnm_id0
m0547,monster,2,cbnm_02f_lp0 cbnm_id0
m0548,monster,1,cbbm_id0
m0549,monster,7,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp
m0550,monster,7,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbnm_id0
m0551,monster,9,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_2lp cbbm_mgc_thm_3 cbnm_01f_lp0 cbnm_id0
m0552,monster,3,cbbm_id0 cbbm_sp_c_1 cbbm_sp_c_2lp
m0553,monster,10,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbnm_id0
m0554,monster,15,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_sp_e_1 cbbm_sp_e_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0555,monster,0,
m0556,monster,1,cbbm_id0
m0557,monster,11,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_dedpose cbbm_ft_ded_1 cbbm_ft_ded_2lp cbbm_ft_ded_3 cbbm_id0 cbbm_mgc_thm_3 cbbm_sp_b_2lp cbbm_sp_c_2lp
m0558,monster,15,cbbm_01f_lp0 cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_trn_l_lp cbbm_trn_r_lp cbfa_add_all cbfa_add_chest_normal_long cbfa_add_chest_normal_middle cbfa_add_chest_normal_short cbfa_add_chest_shout_long cbfa_add_chest_shout_middle cbfa_add_chest_shout_short cbnm_01f_lp0 cbnm_id0
m0559,monster,6,cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp
m0560,monster,19,cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_sp_e_1 cbbm_sp_e_2lp cbbm_sp_g_1 cbbm_sp_g_2lp cbbm_sp_h_1 cbbm_sp_h_2lp cbbm_sp_i_1 cbbm_sp_i_2lp cbbm_sp_j_1 cbbm_sp_j_2lp
m0561,monster,7,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_trn_l_lp cbbm_trn_r_lp
m0562,monster,19,cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_sp_e_1 cbbm_sp_e_2lp cbbm_sp_g_1 cbbm_sp_g_2lp cbbm_sp_h_1 cbbm_sp_h_2lp cbbm_sp_i_1 cbbm_sp_i_2lp cbbm_sp_j_1 cbbm_sp_j_2lp
m0563,monster,7,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp
m0564,monster,11,cbba_add_dmg_f cbbm_01f_lp0 cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0565,monster,17,cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_sp_e_1 cbbm_sp_e_2lp cbbm_sp_g_1 cbbm_sp_g_2lp cbbm_sp_h_1 cbbm_sp_h_2lp cbbm_sp_i_1 cbbm_sp_i_2lp
m0566,monster,3,cbnm_01f_lp0 cbnm_02f_lp0 cbnm_id0
m0567,monster,0,
m0568,monster,3,cbbm_02f_lp0 cbbm_atk1 cbbm_id0
m0569,monster,8,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbnm_01f_lp0 cbnm_id0
m0570,monster,8,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbnm_01f_lp0 cbnm_id0
m0571,monster,6,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0
m0572,monster,7,cbba_add_dmg_f cbbm_01f_lp0 cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0
m0573,monster,14,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_3 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0574,monster,11,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_2lp cbbm_sp_c_2lp cbbm_sp_d_2lp cbnm_01f_lp0 cbnm_id0
m0575,monster,0,
m0576,monster,8,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp
m0577,monster,1,cbbm_id0
m0578,monster,3,cbbm_ded cbbm_dedpose cbbm_id0
m0579,monster,3,cbbm_ded cbbm_dedpose cbbm_id0
m0580,monster,2,cbnm_02f_lp0 cbnm_id0
m0581,monster,8,cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp
m0582,monster,1,cbbm_id0
m0583,monster,1,cbbm_id0
m0584,monster,2,cbnm_02f_lp0 cbnm_id0
m0585,monster,3,cbbm_ded cbbm_dedpose cbbm_id0
m0586,monster,8,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbnm_01f_lp0 cbnm_id0
m0587,monster,10,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbnm_01f_lp0 cbnm_id0
m0588,monster,8,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbnm_01f_lp0 cbnm_id0
m0589,monster,8,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbnm_01f_lp0 cbnm_id0
m0590,monster,7,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbnm_01f_lp0
m0591,monster,11,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_1 cbbm_mgc_thm_2lp cbbm_mgc_thm_3 cbnm_01f_lp0 cbnm_id0
m0592,monster,2,cbnm_02f_lp0 cbnm_id0
m0593,monster,2,cbnm_02f_lp0 cbnm_id0
m0594,monster,3,cbnm_01f_lp0 cbnm_02f_lp0 cbnm_id0
m0595,monster,3,cbnm_01f_lp0 cbnm_02f_lp0 cbnm_id0
m0596,monster,3,cbnm_01f_lp0 cbnm_02f_lp0 cbnm_id0
m0597,monster,1,cbbm_id0
m0598,monster,11,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_1 cbbm_sp_a_2lp cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0599,monster,9,cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_3 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0600,monster,1,cbbm_id0
m0601,monster,3,cbbm_ded cbbm_dedpose cbbm_id0
m0602,monster,17,cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_sp_e_1 cbbm_sp_e_2lp cbbm_sp_g_1 cbbm_sp_g_2lp cbbm_sp_h_1 cbbm_sp_h_2lp cbbm_sp_i_1 cbbm_sp_i_2lp
m0603,monster,8,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_dedpose cbbm_ft_ded_1 cbbm_ft_ded_2lp cbbm_ft_ded_3 cbbm_id0
m0604,monster,7,cbba_add_dmg_f cbbm_02f_lp0 cbbm_ded cbbm_id0 cbbm_mgc_thm_1 cbbm_mgc_thm_2lp cbbm_mgc_thm_3
m0605,monster,2,cbnm_02f_lp0 cbnm_id0
m0606,monster,13,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_partsbreak cbbm_sp_a_2lp cbbm_sp_b_2lp cbbm_sp_c_2lp cbbm_trn_l_lp cbbm_trn_r_lp cbnm_id0
m0607,monster,1,cbnm_id0
m0608,monster,2,cbnm_02f_lp0 cbnm_id0
m0609,monster,0,
m0610,monster,2,cbnm_02f_lp0 cbnm_id0
m0611,monster,5,cbbm_ded cbbm_dedpose cbbm_id0 cbbm_trn_l_lp cbbm_trn_r_lp
m0612,monster,4,cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_2lp
m0613,monster,3,cbbm_ded cbbm_dedpose cbbm_id0
m0614,monster,5,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0
m0615,monster,4,cbbm_02f_lp0 cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp
m0616,monster,3,cbbm_ded cbbm_dedpose cbbm_id0
m0617,monster,6,cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp
m0618,monster,3,cbbm_02f_lp0 cbbm_atk1 cbbm_id0
m0619,monster,2,cbnm_02f_lp0 cbnm_id0
m0620,monster,7,cbbm_ded cbbm_dedpose cbbm_id0 cbbm_slide_02l_lp0 cbbm_slide_02r_lp0 cbbm_sp_b_1 cbbm_sp_b_2lp
m0621,monster,9,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_2lp cbbm_sp_b_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0622,monster,1,cbbm_id0
m0623,monster,3,cbnm_01f_lp0 cbnm_02f_lp0 cbnm_id0
m0624,monster,1,cbbm_id0
m0625,monster,13,cbbm_02f_lp0 cbbm_atk1 cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_sp_e_1 cbbm_sp_e_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0626,monster,6,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbnm_01f_lp0
m0627,monster,5,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0
m0628,monster,4,cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0
m0629,monster,4,cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0
m0630,monster,4,cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0
m0631,monster,6,cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_trn_l_lp cbbm_trn_r_lp
m0632,monster,4,cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0
m0634,monster,1,cbbm_id0
m0635,monster,1,cbbm_id0
m0637,monster,7,cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_3 cbnm_01f_lp0 cbnm_02f_lp0 cbnm_id0
m0638,monster,4,cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_2lp
m0639,monster,5,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0
m0640,monster,18,cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_show_sp_a_loop cbbm_show_sp_a_start cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_sp_e_1 cbbm_sp_e_2lp cbbm_sp_g_1 cbbm_sp_g_2lp cbbm_sp_h_1 cbbm_sp_h_2lp
m0642,monster,2,cbnm_02f_lp0 cbnm_id0
m0643,monster,2,cbnm_02f_lp0 cbnm_id0
m0645,monster,4,cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0
m0646,monster,6,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_id0 cbbm_sp_a_1 cbbm_sp_a_2lp
m0647,monster,1,cbbm_id0
m0648,monster,3,cbbm_ded cbbm_dedpose cbbm_id0
m0649,monster,3,cbbm_ded cbbm_dedpose cbbm_id0
m0650,monster,24,cbbm_01b_lp0 cbbm_01f_lp0 cbbm_01l_lp0 cbbm_01r_lp0 cbbm_02f_lp0 cbbm_02l_lp0 cbbm_02r_lp0 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_jump_1 cbbm_jump_2 cbbm_jump_3 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbnm_01b_lp0 cbnm_01f_lp0 cbnm_02f_lp0 cbnm_id0 cbnm_jump_1 cbnm_jump_2 cbnm_jump_3
m0651,monster,0,
m0652,monster,0,
m0653,monster,6,cbba_add_dmg_f cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_f_2lp
m0654,monster,0,
m0655,monster,3,cbbm_ded cbbm_dedpose cbbm_id0
m0656,monster,16,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_sp_e_1 cbbm_sp_e_2lp cbbm_sp_g_1 cbbm_sp_g_2lp cbbm_sp_h_1 cbbm_sp_h_2lp
m0657,monster,4,cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_2lp
m0658,monster,6,cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_2lp cbbm_sp_c_2lp cbbm_sp_d_2lp
m0659,monster,4,cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_2lp
m0662,monster,7,cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp
m0663,monster,6,cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp
m0664,monster,5,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0
m0665,monster,4,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_id0
m0666,monster,3,cbbm_02f_lp0 cbbm_ded cbbm_id0
m0667,monster,7,cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_3 cbbm_sp_b_1 cbbm_sp_b_2lp
m0668,monster,19,cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_sp_e_1 cbbm_sp_e_2lp cbbm_sp_g_1 cbbm_sp_g_2lp cbbm_sp_h_1 cbbm_sp_h_2lp cbbm_sp_i_1 cbbm_sp_i_2lp cbbm_sp_j_1 cbbm_sp_j_2lp
m0669,monster,17,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_sp_e_1 cbbm_sp_e_2lp cbbm_sp_g_1 cbbm_sp_g_2lp cbbm_sp_h_1 cbbm_sp_h_2lp
m0670,monster,0,
m0671,monster,3,cbnm_01f_lp0 cbnm_02f_lp0 cbnm_id0
m0672,monster,2,cbnm_02f_lp0 cbnm_id0
m0674,monster,13,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0675,monster,2,cbbm_02f_lp0 cbbm_id0
m0676,monster,10,cbbm_02f_lp0 cbbm_id0 cbbm_sp_b_2lp cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_sp_f_1 cbbm_sp_f_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0677,monster,10,cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp
m0678,monster,8,cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp
m0679,monster,2,cbnm_02f_lp0 cbnm_id0
m0680,monster,2,cbnm_02f_lp0 cbnm_id0
m0681,monster,0,
m0682,monster,2,cbnm_02f_lp0 cbnm_id0
m0683,monster,23,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_sp_e_1 cbbm_sp_e_2lp cbbm_sp_g_1 cbbm_sp_g_2lp cbbm_sp_h_1 cbbm_sp_h_2lp cbbm_sp_i_1 cbbm_sp_i_2lp cbbm_sp_j_1 cbbm_sp_j_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0684,monster,12,cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_sp_e_1 cbbm_sp_e_2lp
m0685,monster,2,cbnm_02f_lp0 cbnm_id0
m0686,monster,3,cbnm_01f_lp0 cbnm_02f_lp0 cbnm_id0
m0687,monster,2,cbnm_02f_lp0 cbnm_id0
m0688,monster,3,cbnm_01f_lp0 cbnm_02f_lp0 cbnm_id0
m0689,monster,10,cbbm_02f_lp0 cbbm_ded cbbm_id0 cbbm_sp_a_2lp cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_2lp cbbm_sp_e_2lp
m0690,monster,15,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_sp_e_1 cbbm_sp_e_2lp cbbm_sp_g_2lp cbbm_sp_h_2lp
m0691,monster,11,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0692,monster,3,cbbm_ded cbbm_dedpose cbbm_id0
m0694,monster,2,cbnm_02f_lp0 cbnm_id0
m0695,monster,1,cbbm_id0
m0696,monster,2,cbnm_02f_lp0 cbnm_id0
m0697,monster,2,cbnm_02f_lp0 cbnm_id0
m0698,monster,2,cbnm_02f_lp0 cbnm_id0
m0699,monster,5,cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp
m0700,monster,12,cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0701,monster,1,cbbm_id0
m0702,monster,12,cbba_add_dmg_f cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_1 cbbm_mgc_thm_2lp cbbm_mgc_thm_3 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0703,monster,13,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0704,monster,9,cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp
m0705,monster,7,cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp
m0706,monster,14,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_trn_l_lp cbbm_trn_r_lp cbnm_01f_lp0 cbnm_id0
m0707,monster,11,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_trn_l_lp cbbm_trn_r_lp
